image,count
frames/seq_000001.jpg,35
frames/seq_000002.jpg,41
frames/seq_000003.jpg,41
frames/seq_000004.jpg,44
frames/seq_000005.jpg,41
frames/seq_000006.jpg,41
frames/seq_000007.jpg,35
frames/seq_000008.jpg,36
frames/seq_000009.jpg,27
frames/seq_000010.jpg,24
frames/seq_000011.jpg,16
frames/seq_000012.jpg,22
frames/seq_000013.jpg,23
frames/seq_000014.jpg,25
frames/seq_000015.jpg,15
frames/seq_000016.jpg,16
frames/seq_000017.jpg,15
frames/seq_000018.jpg,25
frames/seq_000019.jpg,31
frames/seq_000020.jpg,25
frames/seq_000021.jpg,24
frames/seq_000022.jpg,26
frames/seq_000023.jpg,23
frames/seq_000024.jpg,23
frames/seq_000025.jpg,22
frames/seq_000026.jpg,23
frames/seq_000027.jpg,21
frames/seq_000028.jpg,23
frames/seq_000029.jpg,26
frames/seq_000030.jpg,27
frames/seq_000031.jpg,23
frames/seq_000032.jpg,22
frames/seq_000033.jpg,21
frames/seq_000034.jpg,19
frames/seq_000035.jpg,19
frames/seq_000036.jpg,23
frames/seq_000037.jpg,25
frames/seq_000038.jpg,25
frames/seq_000039.jpg,27
frames/seq_000040.jpg,25
frames/seq_000041.jpg,24
frames/seq_000042.jpg,21
frames/seq_000043.jpg,20
frames/seq_000044.jpg,20
frames/seq_000045.jpg,24
frames/seq_000046.jpg,22
frames/seq_000047.jpg,21
frames/seq_000048.jpg,18
frames/seq_000049.jpg,28
frames/seq_000050.jpg,25
frames/seq_000051.jpg,19
frames/seq_000052.jpg,15
frames/seq_000053.jpg,17
frames/seq_000054.jpg,18
frames/seq_000055.jpg,24
frames/seq_000056.jpg,27
frames/seq_000057.jpg,23
frames/seq_000058.jpg,28
frames/seq_000059.jpg,27
frames/seq_000060.jpg,16
frames/seq_000061.jpg,16
frames/seq_000062.jpg,16
frames/seq_000063.jpg,22
frames/seq_000064.jpg,23
frames/seq_000065.jpg,31
frames/seq_000066.jpg,27
frames/seq_000067.jpg,33
frames/seq_000068.jpg,36
frames/seq_000069.jpg,36
frames/seq_000070.jpg,36
frames/seq_000071.jpg,34
frames/seq_000072.jpg,34
frames/seq_000073.jpg,46
frames/seq_000074.jpg,42
frames/seq_000075.jpg,48
frames/seq_000076.jpg,44
frames/seq_000077.jpg,37
frames/seq_000078.jpg,33
frames/seq_000079.jpg,35
frames/seq_000080.jpg,34
frames/seq_000081.jpg,37
frames/seq_000082.jpg,35
frames/seq_000083.jpg,39
frames/seq_000084.jpg,44
frames/seq_000085.jpg,31
frames/seq_000086.jpg,34
frames/seq_000087.jpg,31
frames/seq_000088.jpg,31
frames/seq_000089.jpg,32
frames/seq_000090.jpg,28
frames/seq_000091.jpg,30
frames/seq_000092.jpg,26
frames/seq_000093.jpg,26
frames/seq_000094.jpg,30
frames/seq_000095.jpg,33
frames/seq_000096.jpg,25
frames/seq_000097.jpg,28
frames/seq_000098.jpg,30
frames/seq_000099.jpg,31
frames/seq_000100.jpg,32
frames/seq_000101.jpg,28
frames/seq_000102.jpg,26
frames/seq_000103.jpg,21
frames/seq_000104.jpg,22
frames/seq_000105.jpg,20
frames/seq_000106.jpg,21
frames/seq_000107.jpg,21
frames/seq_000108.jpg,32
frames/seq_000109.jpg,29
frames/seq_000110.jpg,26
frames/seq_000111.jpg,24
frames/seq_000112.jpg,27
frames/seq_000113.jpg,40
frames/seq_000114.jpg,46
frames/seq_000115.jpg,33
frames/seq_000116.jpg,30
frames/seq_000117.jpg,37
frames/seq_000118.jpg,41
frames/seq_000119.jpg,40
frames/seq_000120.jpg,37
frames/seq_000121.jpg,34
frames/seq_000122.jpg,33
frames/seq_000123.jpg,36
frames/seq_000124.jpg,31
frames/seq_000125.jpg,31
frames/seq_000126.jpg,28
frames/seq_000127.jpg,29
frames/seq_000128.jpg,32
frames/seq_000129.jpg,34
frames/seq_000130.jpg,38
frames/seq_000131.jpg,35
frames/seq_000132.jpg,36
frames/seq_000133.jpg,44
frames/seq_000134.jpg,39
frames/seq_000135.jpg,33
frames/seq_000136.jpg,41
frames/seq_000137.jpg,40
frames/seq_000138.jpg,41
frames/seq_000139.jpg,41
frames/seq_000140.jpg,43
frames/seq_000141.jpg,39
frames/seq_000142.jpg,33
frames/seq_000143.jpg,26
frames/seq_000144.jpg,29
frames/seq_000145.jpg,34
frames/seq_000146.jpg,35
frames/seq_000147.jpg,26
frames/seq_000148.jpg,33
frames/seq_000149.jpg,37
frames/seq_000150.jpg,35
frames/seq_000151.jpg,32
frames/seq_000152.jpg,29
frames/seq_000153.jpg,30
frames/seq_000154.jpg,29
frames/seq_000155.jpg,29
frames/seq_000156.jpg,29
frames/seq_000157.jpg,29
frames/seq_000158.jpg,35
frames/seq_000159.jpg,28
frames/seq_000160.jpg,32
frames/seq_000161.jpg,33
frames/seq_000162.jpg,35
frames/seq_000163.jpg,36
frames/seq_000164.jpg,35
frames/seq_000165.jpg,37
frames/seq_000166.jpg,42
frames/seq_000167.jpg,43
frames/seq_000168.jpg,39
frames/seq_000169.jpg,38
frames/seq_000170.jpg,34
frames/seq_000171.jpg,31
frames/seq_000172.jpg,29
frames/seq_000173.jpg,29
frames/seq_000174.jpg,31
frames/seq_000175.jpg,36
frames/seq_000176.jpg,36
frames/seq_000177.jpg,37
frames/seq_000178.jpg,42
frames/seq_000179.jpg,45
frames/seq_000180.jpg,44
frames/seq_000181.jpg,53
frames/seq_000182.jpg,47
frames/seq_000183.jpg,36
frames/seq_000184.jpg,31
frames/seq_000185.jpg,39
frames/seq_000186.jpg,37
frames/seq_000187.jpg,38
frames/seq_000188.jpg,33
frames/seq_000189.jpg,34
frames/seq_000190.jpg,26
frames/seq_000191.jpg,28
frames/seq_000192.jpg,28
frames/seq_000193.jpg,31
frames/seq_000194.jpg,36
frames/seq_000195.jpg,38
frames/seq_000196.jpg,37
frames/seq_000197.jpg,36
frames/seq_000198.jpg,25
frames/seq_000199.jpg,27
frames/seq_000200.jpg,31
frames/seq_000201.jpg,31
frames/seq_000202.jpg,31
frames/seq_000203.jpg,30
frames/seq_000204.jpg,31
frames/seq_000205.jpg,30
frames/seq_000206.jpg,31
frames/seq_000207.jpg,27
frames/seq_000208.jpg,24
frames/seq_000209.jpg,27
frames/seq_000210.jpg,26
frames/seq_000211.jpg,27
frames/seq_000212.jpg,27
frames/seq_000213.jpg,25
frames/seq_000214.jpg,28
frames/seq_000215.jpg,26
frames/seq_000216.jpg,27
frames/seq_000217.jpg,31
frames/seq_000218.jpg,30
frames/seq_000219.jpg,29
frames/seq_000220.jpg,40
frames/seq_000221.jpg,43
frames/seq_000222.jpg,40
frames/seq_000223.jpg,38
frames/seq_000224.jpg,40
frames/seq_000225.jpg,33
frames/seq_000226.jpg,29
frames/seq_000227.jpg,24
frames/seq_000228.jpg,28
frames/seq_000229.jpg,26
frames/seq_000230.jpg,28
frames/seq_000231.jpg,23
frames/seq_000232.jpg,32
frames/seq_000233.jpg,29
frames/seq_000234.jpg,34
frames/seq_000235.jpg,36
frames/seq_000236.jpg,36
frames/seq_000237.jpg,36
frames/seq_000238.jpg,33
frames/seq_000239.jpg,23
frames/seq_000240.jpg,23
frames/seq_000241.jpg,26
frames/seq_000242.jpg,25
frames/seq_000243.jpg,29
frames/seq_000244.jpg,34
frames/seq_000245.jpg,35
frames/seq_000246.jpg,36
frames/seq_000247.jpg,36
frames/seq_000248.jpg,32
frames/seq_000249.jpg,35
frames/seq_000250.jpg,34
frames/seq_000251.jpg,36
frames/seq_000252.jpg,31
frames/seq_000253.jpg,31
frames/seq_000254.jpg,33
frames/seq_000255.jpg,35
frames/seq_000256.jpg,30
frames/seq_000257.jpg,30
frames/seq_000258.jpg,35
frames/seq_000259.jpg,35
frames/seq_000260.jpg,22
frames/seq_000261.jpg,18
frames/seq_000262.jpg,18
frames/seq_000263.jpg,19
frames/seq_000264.jpg,24
frames/seq_000265.jpg,28
frames/seq_000266.jpg,31
frames/seq_000267.jpg,25
frames/seq_000268.jpg,23
frames/seq_000269.jpg,22
frames/seq_000270.jpg,29
frames/seq_000271.jpg,30
frames/seq_000272.jpg,37
frames/seq_000273.jpg,37
frames/seq_000274.jpg,33
frames/seq_000275.jpg,35
frames/seq_000276.jpg,33
frames/seq_000277.jpg,44
frames/seq_000278.jpg,34
frames/seq_000279.jpg,34
frames/seq_000280.jpg,40
frames/seq_000281.jpg,40
frames/seq_000282.jpg,43
frames/seq_000283.jpg,43
frames/seq_000284.jpg,36
frames/seq_000285.jpg,29
frames/seq_000286.jpg,29
frames/seq_000287.jpg,27
frames/seq_000288.jpg,30
frames/seq_000289.jpg,34
frames/seq_000290.jpg,33
frames/seq_000291.jpg,47
frames/seq_000292.jpg,41
frames/seq_000293.jpg,39
frames/seq_000294.jpg,30
frames/seq_000295.jpg,30
frames/seq_000296.jpg,28
frames/seq_000297.jpg,31
frames/seq_000298.jpg,39
frames/seq_000299.jpg,35
frames/seq_000300.jpg,41
frames/seq_000301.jpg,41
frames/seq_000302.jpg,44
frames/seq_000303.jpg,33
frames/seq_000304.jpg,22
frames/seq_000305.jpg,27
frames/seq_000306.jpg,28
frames/seq_000307.jpg,30
frames/seq_000308.jpg,31
frames/seq_000309.jpg,32
frames/seq_000310.jpg,32
frames/seq_000311.jpg,33
frames/seq_000312.jpg,34
frames/seq_000313.jpg,30
frames/seq_000314.jpg,32
frames/seq_000315.jpg,42
frames/seq_000316.jpg,41
frames/seq_000317.jpg,41
frames/seq_000318.jpg,46
frames/seq_000319.jpg,41
frames/seq_000320.jpg,45
frames/seq_000321.jpg,45
frames/seq_000322.jpg,41
frames/seq_000323.jpg,36
frames/seq_000324.jpg,34
frames/seq_000325.jpg,28
frames/seq_000326.jpg,32
frames/seq_000327.jpg,29
frames/seq_000328.jpg,31
frames/seq_000329.jpg,31
frames/seq_000330.jpg,21
frames/seq_000331.jpg,21
frames/seq_000332.jpg,22
frames/seq_000333.jpg,32
frames/seq_000334.jpg,36
frames/seq_000335.jpg,33
frames/seq_000336.jpg,27
frames/seq_000337.jpg,32
frames/seq_000338.jpg,26
frames/seq_000339.jpg,25
frames/seq_000340.jpg,27
frames/seq_000341.jpg,34
frames/seq_000342.jpg,30
frames/seq_000343.jpg,36
frames/seq_000344.jpg,33
frames/seq_000345.jpg,36
frames/seq_000346.jpg,33
frames/seq_000347.jpg,33
frames/seq_000348.jpg,41
frames/seq_000349.jpg,34
frames/seq_000350.jpg,35
frames/seq_000351.jpg,32
frames/seq_000352.jpg,32
frames/seq_000353.jpg,32
frames/seq_000354.jpg,34
frames/seq_000355.jpg,32
frames/seq_000356.jpg,38
frames/seq_000357.jpg,38
frames/seq_000358.jpg,34
frames/seq_000359.jpg,37
frames/seq_000360.jpg,28
frames/seq_000361.jpg,31
frames/seq_000362.jpg,29
frames/seq_000363.jpg,36
frames/seq_000364.jpg,37
frames/seq_000365.jpg,41
frames/seq_000366.jpg,40
frames/seq_000367.jpg,41
frames/seq_000368.jpg,36
frames/seq_000369.jpg,36
frames/seq_000370.jpg,35
frames/seq_000371.jpg,33
frames/seq_000372.jpg,36
frames/seq_000373.jpg,37
frames/seq_000374.jpg,30
frames/seq_000375.jpg,30
frames/seq_000376.jpg,32
frames/seq_000377.jpg,29
frames/seq_000378.jpg,27
frames/seq_000379.jpg,33
frames/seq_000380.jpg,29
frames/seq_000381.jpg,34
frames/seq_000382.jpg,31
frames/seq_000383.jpg,30
frames/seq_000384.jpg,31
frames/seq_000385.jpg,33
frames/seq_000386.jpg,33
frames/seq_000387.jpg,29
frames/seq_000388.jpg,32
frames/seq_000389.jpg,36
frames/seq_000390.jpg,39
frames/seq_000391.jpg,36
frames/seq_000392.jpg,32
frames/seq_000393.jpg,29
frames/seq_000394.jpg,26
frames/seq_000395.jpg,28
frames/seq_000396.jpg,28
frames/seq_000397.jpg,32
frames/seq_000398.jpg,32
frames/seq_000399.jpg,28
frames/seq_000400.jpg,28
frames/seq_000401.jpg,29
frames/seq_000402.jpg,30
frames/seq_000403.jpg,31
frames/seq_000404.jpg,26
frames/seq_000405.jpg,26
frames/seq_000406.jpg,28
frames/seq_000407.jpg,27
frames/seq_000408.jpg,29
frames/seq_000409.jpg,31
frames/seq_000410.jpg,37
frames/seq_000411.jpg,37
frames/seq_000412.jpg,41
frames/seq_000413.jpg,40
frames/seq_000414.jpg,42
frames/seq_000415.jpg,36
frames/seq_000416.jpg,37
frames/seq_000417.jpg,38
frames/seq_000418.jpg,37
frames/seq_000419.jpg,40
frames/seq_000420.jpg,37
frames/seq_000421.jpg,41
frames/seq_000422.jpg,41
frames/seq_000423.jpg,36
frames/seq_000424.jpg,33
frames/seq_000425.jpg,37
frames/seq_000426.jpg,36
frames/seq_000427.jpg,35
frames/seq_000428.jpg,36
frames/seq_000429.jpg,33
frames/seq_000430.jpg,31
frames/seq_000431.jpg,30
frames/seq_000432.jpg,29
frames/seq_000433.jpg,25
frames/seq_000434.jpg,21
frames/seq_000435.jpg,22
frames/seq_000436.jpg,19
frames/seq_000437.jpg,17
frames/seq_000438.jpg,17
frames/seq_000439.jpg,18
frames/seq_000440.jpg,17
frames/seq_000441.jpg,17
frames/seq_000442.jpg,16
frames/seq_000443.jpg,17
frames/seq_000444.jpg,16
frames/seq_000445.jpg,19
frames/seq_000446.jpg,22
frames/seq_000447.jpg,20
frames/seq_000448.jpg,21
frames/seq_000449.jpg,23
frames/seq_000450.jpg,18
frames/seq_000451.jpg,23
frames/seq_000452.jpg,22
frames/seq_000453.jpg,24
frames/seq_000454.jpg,24
frames/seq_000455.jpg,20
frames/seq_000456.jpg,23
frames/seq_000457.jpg,26
frames/seq_000458.jpg,26
frames/seq_000459.jpg,25
frames/seq_000460.jpg,23
frames/seq_000461.jpg,22
frames/seq_000462.jpg,20
frames/seq_000463.jpg,16
frames/seq_000464.jpg,18
frames/seq_000465.jpg,17
frames/seq_000466.jpg,17
frames/seq_000467.jpg,16
frames/seq_000468.jpg,15
frames/seq_000469.jpg,17
frames/seq_000470.jpg,16
frames/seq_000471.jpg,16
frames/seq_000472.jpg,14
frames/seq_000473.jpg,13
frames/seq_000474.jpg,18
frames/seq_000475.jpg,18
frames/seq_000476.jpg,16
frames/seq_000477.jpg,18
frames/seq_000478.jpg,20
frames/seq_000479.jpg,19
frames/seq_000480.jpg,24
frames/seq_000481.jpg,27
frames/seq_000482.jpg,31
frames/seq_000483.jpg,31
frames/seq_000484.jpg,30
frames/seq_000485.jpg,33
frames/seq_000486.jpg,33
frames/seq_000487.jpg,33
frames/seq_000488.jpg,31
frames/seq_000489.jpg,25
frames/seq_000490.jpg,23
frames/seq_000491.jpg,20
frames/seq_000492.jpg,23
frames/seq_000493.jpg,23
frames/seq_000494.jpg,22
frames/seq_000495.jpg,22
frames/seq_000496.jpg,24
frames/seq_000497.jpg,24
frames/seq_000498.jpg,26
frames/seq_000499.jpg,27
frames/seq_000500.jpg,29
frames/seq_000501.jpg,26
frames/seq_000502.jpg,25
frames/seq_000503.jpg,24
frames/seq_000504.jpg,26
frames/seq_000505.jpg,31
frames/seq_000506.jpg,32
frames/seq_000507.jpg,28
frames/seq_000508.jpg,29
frames/seq_000509.jpg,29
frames/seq_000510.jpg,30
frames/seq_000511.jpg,29
frames/seq_000512.jpg,27
frames/seq_000513.jpg,29
frames/seq_000514.jpg,28
frames/seq_000515.jpg,25
frames/seq_000516.jpg,27
frames/seq_000517.jpg,27
frames/seq_000518.jpg,25
frames/seq_000519.jpg,22
frames/seq_000520.jpg,23
frames/seq_000521.jpg,26
frames/seq_000522.jpg,25
frames/seq_000523.jpg,22
frames/seq_000524.jpg,19
frames/seq_000525.jpg,24
frames/seq_000526.jpg,20
frames/seq_000527.jpg,20
frames/seq_000528.jpg,20
frames/seq_000529.jpg,24
frames/seq_000530.jpg,24
frames/seq_000531.jpg,23
frames/seq_000532.jpg,20
frames/seq_000533.jpg,20
frames/seq_000534.jpg,23
frames/seq_000535.jpg,26
frames/seq_000536.jpg,26
frames/seq_000537.jpg,23
frames/seq_000538.jpg,19
frames/seq_000539.jpg,19
frames/seq_000540.jpg,18
frames/seq_000541.jpg,18
frames/seq_000542.jpg,16
frames/seq_000543.jpg,15
frames/seq_000544.jpg,17
frames/seq_000545.jpg,17
frames/seq_000546.jpg,18
frames/seq_000547.jpg,20
frames/seq_000548.jpg,17
frames/seq_000549.jpg,23
frames/seq_000550.jpg,25
frames/seq_000551.jpg,29
frames/seq_000552.jpg,29
frames/seq_000553.jpg,30
frames/seq_000554.jpg,29
frames/seq_000555.jpg,23
frames/seq_000556.jpg,22
frames/seq_000557.jpg,21
frames/seq_000558.jpg,21
frames/seq_000559.jpg,21
frames/seq_000560.jpg,22
frames/seq_000561.jpg,24
frames/seq_000562.jpg,27
frames/seq_000563.jpg,26
frames/seq_000564.jpg,26
frames/seq_000565.jpg,23
frames/seq_000566.jpg,24
frames/seq_000567.jpg,26
frames/seq_000568.jpg,26
frames/seq_000569.jpg,25
frames/seq_000570.jpg,24
frames/seq_000571.jpg,20
frames/seq_000572.jpg,23
frames/seq_000573.jpg,23
frames/seq_000574.jpg,23
frames/seq_000575.jpg,24
frames/seq_000576.jpg,24
frames/seq_000577.jpg,22
frames/seq_000578.jpg,22
frames/seq_000579.jpg,26
frames/seq_000580.jpg,22
frames/seq_000581.jpg,23
frames/seq_000582.jpg,23
frames/seq_000583.jpg,21
frames/seq_000584.jpg,20
frames/seq_000585.jpg,20
frames/seq_000586.jpg,23
frames/seq_000587.jpg,27
frames/seq_000588.jpg,24
frames/seq_000589.jpg,25
frames/seq_000590.jpg,26
frames/seq_000591.jpg,26
frames/seq_000592.jpg,25
frames/seq_000593.jpg,25
frames/seq_000594.jpg,23
frames/seq_000595.jpg,20
frames/seq_000596.jpg,18
frames/seq_000597.jpg,18
frames/seq_000598.jpg,14
frames/seq_000599.jpg,15
frames/seq_000600.jpg,19
frames/seq_000601.jpg,19
frames/seq_000602.jpg,19
frames/seq_000603.jpg,18
frames/seq_000604.jpg,19
frames/seq_000605.jpg,21
frames/seq_000606.jpg,24
frames/seq_000607.jpg,23
frames/seq_000608.jpg,25
frames/seq_000609.jpg,23
frames/seq_000610.jpg,25
frames/seq_000611.jpg,27
frames/seq_000612.jpg,28
frames/seq_000613.jpg,30
frames/seq_000614.jpg,32
frames/seq_000615.jpg,30
frames/seq_000616.jpg,29
frames/seq_000617.jpg,27
frames/seq_000618.jpg,28
frames/seq_000619.jpg,26
frames/seq_000620.jpg,25
frames/seq_000621.jpg,29
frames/seq_000622.jpg,28
frames/seq_000623.jpg,25
frames/seq_000624.jpg,26
frames/seq_000625.jpg,25
frames/seq_000626.jpg,25
frames/seq_000627.jpg,22
frames/seq_000628.jpg,22
frames/seq_000629.jpg,22
frames/seq_000630.jpg,23
frames/seq_000631.jpg,21
frames/seq_000632.jpg,22
frames/seq_000633.jpg,25
frames/seq_000634.jpg,26
frames/seq_000635.jpg,27
frames/seq_000636.jpg,24
frames/seq_000637.jpg,31
frames/seq_000638.jpg,27
frames/seq_000639.jpg,28
frames/seq_000640.jpg,29
frames/seq_000641.jpg,28
frames/seq_000642.jpg,28
frames/seq_000643.jpg,25
frames/seq_000644.jpg,24
frames/seq_000645.jpg,24
frames/seq_000646.jpg,24
frames/seq_000647.jpg,24
frames/seq_000648.jpg,23
frames/seq_000649.jpg,22
frames/seq_000650.jpg,22
frames/seq_000651.jpg,24
frames/seq_000652.jpg,20
frames/seq_000653.jpg,19
frames/seq_000654.jpg,19
frames/seq_000655.jpg,17
frames/seq_000656.jpg,16
frames/seq_000657.jpg,17
frames/seq_000658.jpg,13
frames/seq_000659.jpg,14
frames/seq_000660.jpg,17
frames/seq_000661.jpg,17
frames/seq_000662.jpg,18
frames/seq_000663.jpg,19
frames/seq_000664.jpg,18
frames/seq_000665.jpg,18
frames/seq_000666.jpg,20
frames/seq_000667.jpg,20
frames/seq_000668.jpg,19
frames/seq_000669.jpg,19
frames/seq_000670.jpg,19
frames/seq_000671.jpg,19
frames/seq_000672.jpg,21
frames/seq_000673.jpg,23
frames/seq_000674.jpg,23
frames/seq_000675.jpg,22
frames/seq_000676.jpg,22
frames/seq_000677.jpg,23
frames/seq_000678.jpg,24
frames/seq_000679.jpg,24
frames/seq_000680.jpg,23
frames/seq_000681.jpg,24
frames/seq_000682.jpg,27
frames/seq_000683.jpg,27
frames/seq_000684.jpg,37
frames/seq_000685.jpg,38
frames/seq_000686.jpg,36
frames/seq_000687.jpg,35
frames/seq_000688.jpg,32
frames/seq_000689.jpg,32
frames/seq_000690.jpg,32
frames/seq_000691.jpg,33
frames/seq_000692.jpg,33
frames/seq_000693.jpg,35
frames/seq_000694.jpg,31
frames/seq_000695.jpg,28
frames/seq_000696.jpg,29
frames/seq_000697.jpg,31
frames/seq_000698.jpg,33
frames/seq_000699.jpg,34
frames/seq_000700.jpg,34
frames/seq_000701.jpg,33
frames/seq_000702.jpg,32
